,vehicleno,start,Customer City,s,ChargeIn,ChargeOut
2846,M7RKR0801KCA00379,2023-01-13 07:00:00,Amravati,1,40-50,90-100
2847,M7RKR0801KCA00379,2023-01-15 15:17:00,Amravati,1,60-70,90-100
2848,M7RKR0801KCA00379,2023-01-16 07:47:00,Amravati,1,50-60,60-70
2849,M7RKR0801KCA00379,2023-01-16 08:28:00,Amravati,1,60-70,90-100
2850,M7RKR0801KCA00379,2023-01-18 16:50:00,Amravati,1,10-20,90-100
2851,M7RKR0801KCA00380,2023-01-01 16:22:00,Pune,1,40-50,50-60
2852,M7RKR0801KCA00380,2023-01-04 06:42:00,Pune,1,0-10,30-40
2853,M7RKR0801KCA00380,2023-01-04 12:31:00,Pune,1,0-10,90-100
2854,M7RKR0801KCA00380,2023-01-07 13:22:00,Pune,1,10-20,90-100
2855,M7RKR0801KCA00380,2023-01-10 17:27:00,Pune,1,0-10,90-100
2856,M7RKR0801KCA00380,2023-01-11 17:03:00,Pune,1,0-10,80-90
2857,M7RKR0801KCA00380,2023-01-12 16:29:00,Pune,1,20-30,90-100
2858,M7RKR0801KCA00380,2023-01-14 16:37:00,Pune,1,0-10,90-100
2859,M7RKR0801KCA00380,2023-01-16 13:17:00,Pune,1,20-30,90-100
2860,M7RKR0801KCA00380,2023-01-19 05:16:00,Pune,1,10-20,10-20
2861,M7RKR0801KCA00381,2023-01-07 11:25:00,Jalgaon,1,0-10,90-100
2862,M7RKR0801KCA00381,2023-01-19 12:39:00,Jalgaon,1,50-60,90-100
2863,M7RKR0801KCA00382,2023-01-01 17:05:00,Pune,1,80-90,90-100
2864,M7RKR0801KCA00382,2023-01-02 16:14:00,Pune,1,20-30,70-80
2865,M7RKR0801KCA00382,2023-01-03 00:26:00,Pune,1,70-80,90-100
2866,M7RKR0801KCA00382,2023-01-03 16:01:00,Pune,1,40-50,90-100
2867,M7RKR0801KCA00382,2023-01-04 15:26:00,Pune,1,30-40,90-100
2868,M7RKR0801KCA00382,2023-01-05 15:26:00,Pune,1,50-60,90-100
2869,M7RKR0801KCA00382,2023-01-06 15:26:00,Pune,1,0-10,70-80
2870,M7RKR0801KCA00382,2023-01-07 00:26:00,Pune,1,70-80,90-100
2871,M7RKR0801KCA00382,2023-01-13 07:45:00,Pune,1,40-50,70-80
2872,M7RKR0801KCA00382,2023-01-13 15:25:00,Pune,1,50-60,90-100
2873,M7RKR0801KCA00382,2023-01-14 15:25:00,Pune,1,50-60,90-100
2874,M7RKR0801KCA00382,2023-01-15 16:32:00,Pune,1,60-70,90-100
2875,M7RKR0801KCA00382,2023-01-16 15:48:00,Pune,1,30-40,90-100
2876,M7RKR0801KCA00382,2023-01-17 15:32:00,Pune,1,30-40,90-100
2877,M7RKR0801KCA00382,2023-01-18 15:25:00,Pune,1,40-50,90-100
2878,M7RKR0801KCA00383,2023-01-01 12:24:00,Pune,1,10-20,40-50
2879,M7RKR0801KCA00383,2023-01-01 15:18:00,Pune,1,30-40,90-100
2880,M7RKR0801KCA00383,2023-01-04 12:09:00,Pune,1,10-20,90-100
2881,M7RKR0801KCA00383,2023-01-05 13:48:00,Pune,1,60-70,80-90
2882,M7RKR0801KCA00383,2023-01-10 00:12:00,Pune,1,50-60,90-100
2883,M7RKR0801KCA00383,2023-01-13 07:40:00,Pune,1,30-40,90-100
2884,M7RKR0801KCA00383,2023-01-13 15:48:00,Pune,1,30-40,50-60
2885,M7RKR0801KCA00383,2023-01-14 03:20:00,Pune,1,50-60,90-100
2886,M7RKR0801KCA00384,2023-01-03 11:05:00,Pune,1,0-10,90-100
2887,M7RKR0801KCA00384,2023-01-06 12:03:00,Pune,1,0-10,70-80
2888,M7RKR0801KCA00384,2023-01-10 12:50:00,Pune,1,0-10,70-80
2889,M7RKR0801KCA00384,2023-01-11 01:43:00,Pune,1,70-80,90-100
2890,M7RKR0801KCA00384,2023-01-17 11:50:00,Pune,1,40-50,90-100
2891,M7RKR0801KCA00384,2023-01-18 12:18:00,Pune,1,50-60,70-80
2892,M7RKR0801KCA00384,2023-01-19 12:07:00,Pune,1,20-30,90-100
2893,M7RKR0801KCA00385,2023-01-01 03:36:00,Pune,1,70-80,90-100
2894,M7RKR0801KCA00385,2023-01-03 14:43:00,Pune,1,10-20,40-50
2895,M7RKR0801KCA00385,2023-01-05 14:31:00,Pune,1,30-40,70-80
2896,M7RKR0801KCA00385,2023-01-08 12:49:00,Pune,1,30-40,80-90
2897,M7RKR0801KCA00385,2023-01-11 14:46:00,Pune,1,20-30,60-70
2898,M7RKR0801KCA00385,2023-01-15 04:03:00,Pune,1,20-30,90-100
2899,M7RKR0801KCA00385,2023-01-15 14:29:00,Pune,1,40-50,70-80
2900,M7RKR0801KCA00385,2023-01-18 15:03:00,Pune,1,30-40,50-60
2901,M7RKR0801KCA00396,2023-01-02 17:14:00,Pune,1,20-30,90-100
2902,M7RKR0801KCA00396,2023-01-03 12:07:00,Pune,1,0-10,90-100
2903,M7RKR0801KCA00396,2023-01-05 14:26:00,Pune,1,0-10,90-100
2904,M7RKR0801KCA00396,2023-01-08 10:22:00,Pune,1,80-90,90-100
2905,M7RKR0801KCA00396,2023-01-08 17:27:00,Pune,1,70-80,90-100
2906,M7RKR0801KCA00396,2023-01-09 17:10:00,Pune,1,40-50,90-100
2907,M7RKR0801KCA00396,2023-01-10 13:27:00,Pune,1,0-10,90-100
2908,M7RKR0801KCA00396,2023-01-12 11:53:00,Pune,1,0-10,10-20
2909,M7RKR0801KCA00396,2023-01-12 13:43:00,Pune,1,0-10,50-60
2910,M7RKR0801KCA00396,2023-01-12 17:03:00,Pune,1,40-50,80-90
2911,M7RKR0801KCA00396,2023-01-13 11:36:00,Pune,1,0-10,30-40
2912,M7RKR0801KCA00396,2023-01-13 14:02:00,Pune,1,20-30,50-60
2913,M7RKR0801KCA00396,2023-01-13 16:53:00,Pune,1,50-60,90-100
2914,M7RKR0801KCA00396,2023-01-14 14:39:00,Pune,1,10-20,50-60
2915,M7RKR0801KCA00396,2023-01-15 17:00:00,Pune,1,90-100,90-100
2916,M7RKR0801KCA00396,2023-01-16 15:34:00,Pune,1,40-50,50-60
2917,M7RKR0801KCA00396,2023-01-16 18:05:00,Pune,1,30-40,90-100
2918,M7RKR0801KCA00396,2023-01-18 08:44:00,Pune,1,30-40,30-40
2919,M7RKR0801KCA00396,2023-01-18 10:18:00,Pune,1,30-40,50-60
2920,M7RKR0801KCA00396,2023-01-18 13:43:00,Pune,1,40-50,90-100
2921,M7RKR0801KCA00396,2023-01-18 17:42:00,Pune,1,80-90,90-100
2922,M7RKR0801KCA00396,2023-01-19 12:08:00,Pune,1,20-30,60-70
2923,M7RKR0801KCA00397,2023-01-03 00:41:00,Pune,1,40-50,80-90
2924,M7RKR0801KCA00397,2023-01-06 01:14:00,Pune,1,40-50,70-80
2925,M7RKR0801KCA00397,2023-01-10 02:17:00,Pune,1,60-70,80-90
2926,M7RKR0801KCA00397,2023-01-12 01:07:00,Pune,1,60-70,70-80
2927,M7RKR0801KCA00397,2023-01-13 02:02:00,Pune,1,60-70,80-90
2928,M7RKR0801KCA00397,2023-01-14 01:14:00,Pune,1,50-60,80-90
2929,M7RKR0801KCA00397,2023-01-17 00:46:00,Pune,1,40-50,60-70
2930,M7RKR0801KCA00397,2023-01-18 23:30:00,Pune,1,30-40,80-90
2931,M7RKR0801KCA00402,2023-01-01 08:19:00,Pune,1,0-10,90-100
2932,M7RKR0801KCA00402,2023-01-10 13:44:00,Pune,1,10-20,70-80
2933,M7RKR0801KCA00402,2023-01-13 12:47:00,Pune,1,0-10,60-70
2934,M7RKR0801KCA00402,2023-01-14 13:26:00,Pune,1,30-40,90-100
2935,M7RKR0801KCA00402,2023-01-15 07:17:00,Pune,1,60-70,60-70
2936,M7RKR0801KCA00402,2023-01-15 13:42:00,Pune,1,30-40,80-90
2937,M7RKR0801KCA00402,2023-01-18 13:52:00,Pune,1,20-30,60-70
2938,M7RKR0801KCA00404,2023-01-01 13:02:00,Pune,1,60-70,90-100
2939,M7RKR0801KCA00404,2023-01-03 12:51:00,Pune,1,60-70,90-100
2940,M7RKR0801KCA00404,2023-01-04 15:16:00,Pune,1,60-70,80-90
2941,M7RKR0801KCA00404,2023-01-05 14:45:00,Pune,1,40-50,70-80
2942,M7RKR0801KCA00404,2023-01-06 02:05:00,Pune,1,70-80,90-100
2943,M7RKR0801KCA00404,2023-01-06 12:21:00,Pune,1,30-40,80-90
2944,M7RKR0801KCA00404,2023-01-07 12:09:00,Pune,1,50-60,90-100
2945,M7RKR0801KCA00404,2023-01-09 11:10:00,Pune,1,30-40,90-100
2946,M7RKR0801KCA00404,2023-01-11 03:19:00,Pune,1,80-90,90-100
2947,M7RKR0801KCA00404,2023-01-11 09:03:00,Pune,1,50-60,90-100
2948,M7RKR0801KCA00404,2023-01-12 12:45:00,Pune,1,60-70,90-100
2949,M7RKR0801KCA00404,2023-01-13 12:35:00,Pune,1,50-60,60-70
2950,M7RKR0801KCA00404,2023-01-13 14:25:00,Pune,1,50-60,80-90
2951,M7RKR0801KCA00404,2023-01-14 09:20:00,Pune,1,30-40,90-100
2952,M7RKR0801KCA00404,2023-01-17 14:48:00,Pune,1,10-20,90-100
2953,M7RKR0801KCA00404,2023-01-19 00:58:00,Pune,1,70-80,90-100
2954,M7RKR0801KCA00405,2023-01-02 11:30:00,Pune,1,10-20,30-40
2955,M7RKR0801KCA00405,2023-01-02 13:25:00,Pune,1,20-30,90-100
2956,M7RKR0801KCA00405,2023-01-03 13:48:00,Pune,1,30-40,90-100
2957,M7RKR0801KCA00405,2023-01-04 13:39:00,Pune,1,10-20,20-30
2958,M7RKR0801KCA00405,2023-01-04 16:00:00,Pune,1,10-20,80-90
2959,M7RKR0801KCA00405,2023-01-04 21:00:00,Pune,1,80-90,90-100
2960,M7RKR0801KCA00405,2023-01-06 13:17:00,Pune,1,30-40,90-100
2961,M7RKR0801KCA00405,2023-01-08 14:01:00,Pune,1,30-40,50-60
2962,M7RKR0801KCA00405,2023-01-08 18:40:00,Pune,1,50-60,90-100
2963,M7RKR0801KCA00405,2023-01-09 11:54:00,Pune,1,50-60,70-80
2964,M7RKR0801KCA00405,2023-01-09 17:25:00,Pune,1,50-60,90-100
2965,M7RKR0801KCA00405,2023-01-12 17:35:00,Pune,1,40-50,90-100
2966,M7RKR0801KCA00405,2023-01-13 13:41:00,Pune,1,40-50,40-50
2967,M7RKR0801KCA00405,2023-01-13 18:33:00,Pune,1,0-10,90-100
2968,M7RKR0801KCA00405,2023-01-14 13:54:00,Pune,1,40-50,90-100
2969,M7RKR0801KCA00405,2023-01-15 19:59:00,Pune,1,20-30,90-100
2970,M7RKR0801KCA00405,2023-01-16 18:14:00,Pune,1,40-50,90-100
2971,M7RKR0801KCA00405,2023-01-17 18:00:00,Pune,1,30-40,90-100
2972,M7RKR0801KCA00406,2023-01-01 00:08:00,Pune,1,0-10,70-80
2973,M7RKR0801KCA00406,2023-01-01 08:58:00,Pune,1,20-30,90-100
2974,M7RKR0801KCA00406,2023-01-02 12:31:00,Pune,1,40-50,90-100
2975,M7RKR0801KCA00406,2023-01-03 14:11:00,Pune,1,30-40,90-100
2976,M7RKR0801KCA00406,2023-01-04 14:20:00,Pune,1,30-40,80-90
2977,M7RKR0801KCA00406,2023-01-05 01:07:00,Pune,1,80-90,90-100
2978,M7RKR0801KCA00406,2023-01-05 14:09:00,Pune,1,30-40,70-80
2979,M7RKR0801KCA00406,2023-01-06 13:19:00,Pune,1,40-50,90-100
2980,M7RKR0801KCA00406,2023-01-08 03:16:00,Pune,1,40-50,90-100
2981,M7RKR0801KCA00406,2023-01-09 09:59:00,Pune,1,20-30,30-40
2982,M7RKR0801KCA00406,2023-01-10 06:35:00,Pune,1,10-20,40-50
2983,M7RKR0801KCA00406,2023-01-12 12:13:00,Pune,1,10-20,90-100
2984,M7RKR0801KCA00406,2023-01-14 13:56:00,Pune,1,30-40,80-90
2985,M7RKR0801KCA00406,2023-01-16 14:34:00,Pune,1,20-30,60-70
2986,M7RKR0801KCA00406,2023-01-17 00:52:00,Pune,1,60-70,90-100
2987,M7RKR0801KCA00406,2023-01-17 14:34:00,Pune,1,40-50,70-80
2988,M7RKR0801KCA00406,2023-01-18 00:59:00,Pune,1,70-80,90-100
2989,M7RKR0801KCA00406,2023-01-18 15:20:00,Pune,1,40-50,80-90
2990,M7RKR0801KCA00406,2023-01-19 01:27:00,Pune,1,80-90,90-100
2991,M7RKR0801KCA00408,2023-01-02 10:57:00,Pune,1,40-50,90-100
2992,M7RKR0801KCA00408,2023-01-12 09:30:00,Pune,1,70-80,90-100
2993,M7RKR0801KCA00409,2023-01-01 17:22:00,Parbhani,1,80-90,90-100
2994,M7RKR0801KCA00409,2023-01-02 09:41:00,Parbhani,1,30-40,50-60
2995,M7RKR0801KCA00409,2023-01-02 15:02:00,Parbhani,1,0-10,80-90
2996,M7RKR0801KCA00409,2023-01-04 09:03:00,Parbhani,1,50-60,70-80
2997,M7RKR0801KCA00409,2023-01-05 01:39:00,Parbhani,1,70-80,90-100
2998,M7RKR0801KCA00409,2023-01-05 08:55:00,Parbhani,1,50-60,60-70
2999,M7RKR0801KCA00409,2023-01-05 10:27:00,Parbhani,1,60-70,70-80
3000,M7RKR0801KCA00409,2023-01-05 17:20:00,Parbhani,1,10-20,60-70
3001,M7RKR0801KCA00409,2023-01-06 17:02:00,Parbhani,1,40-50,90-100
3002,M7RKR0801KCA00409,2023-01-07 01:31:00,Parbhani,1,90-100,90-100
3003,M7RKR0801KCA00409,2023-01-07 06:56:00,Parbhani,1,50-60,80-90
3004,M7RKR0801KCA00409,2023-01-07 17:18:00,Parbhani,1,30-40,70-80
3005,M7RKR0801KCA00409,2023-01-08 05:35:00,Parbhani,1,70-80,70-80
3006,M7RKR0801KCA00409,2023-01-08 17:01:00,Parbhani,1,60-70,90-100
3007,M7RKR0801KCA00409,2023-01-10 09:08:00,Parbhani,1,50-60,70-80
3008,M7RKR0801KCA00409,2023-01-15 17:16:00,Parbhani,1,80-90,90-100
3009,M7RKR0801KCA00409,2023-01-16 16:52:00,Parbhani,1,70-80,90-100
3010,M7RKR0801KCA00409,2023-01-17 06:07:00,Parbhani,1,30-40,50-60
3011,M7RKR0801KCA00409,2023-01-17 07:35:00,Parbhani,1,50-60,90-100
3012,M7RKR0801KCA00409,2023-01-17 17:14:00,Parbhani,1,40-50,90-100
3013,M7RKR0801KCA00409,2023-01-18 17:23:00,Parbhani,1,70-80,70-80
3014,M7RKR0801KCA00409,2023-01-19 09:01:00,Parbhani,1,50-60,80-90
3015,M7RKR0801KCA00409,2023-01-19 11:57:00,Parbhani,1,80-90,90-100
3016,M7RKR0801KCA00411,2023-01-03 16:56:00,Pune,1,10-20,90-100
3017,M7RKR0801KCA00411,2023-01-04 16:03:00,Pune,1,20-30,90-100
3018,M7RKR0801KCA00411,2023-01-05 15:44:00,Pune,1,20-30,90-100
3019,M7RKR0801KCA00411,2023-01-06 15:55:00,Pune,1,10-20,50-60
3020,M7RKR0801KCA00411,2023-01-08 15:40:00,Pune,1,80-90,90-100
3021,M7RKR0801KCA00411,2023-01-09 15:32:00,Pune,1,20-30,90-100
3022,M7RKR0801KCA00411,2023-01-11 07:07:00,Pune,1,10-20,90-100
3023,M7RKR0801KCA00411,2023-01-11 17:58:00,Pune,1,50-60,90-100
3024,M7RKR0801KCA00411,2023-01-12 15:54:00,Pune,1,10-20,90-100
3025,M7RKR0801KCA00411,2023-01-13 15:33:00,Pune,1,10-20,40-50
3026,M7RKR0801KCA00411,2023-01-14 04:34:00,Pune,1,30-40,90-100
3027,M7RKR0801KCA00411,2023-01-16 16:27:00,Pune,1,20-30,90-100
3028,M7RKR0801KCA00420,2023-01-06 09:14:00,Aurangabad,1,20-30,70-80
3029,M7RKR0801KCA00420,2023-01-06 15:19:00,Aurangabad,1,60-70,80-90
3030,M7RKR0801KCA00420,2023-01-07 10:45:00,Aurangabad,1,50-60,50-60
3031,M7RKR0801KCA00420,2023-01-07 15:16:00,Aurangabad,1,60-70,90-100
3032,M7RKR0801KCA00420,2023-01-08 10:14:00,Aurangabad,1,60-70,80-90
3033,M7RKR0801KCA00420,2023-01-10 04:19:00,Aurangabad,1,30-40,80-90
3034,M7RKR0801KCA00420,2023-01-10 18:19:00,Aurangabad,1,50-60,90-100
3035,M7RKR0801KCA00420,2023-01-12 13:18:00,Aurangabad,1,50-60,60-70
3036,M7RKR0801KCA00420,2023-01-12 15:11:00,Aurangabad,1,60-70,80-90
3037,M7RKR0801KCA00420,2023-01-13 13:23:00,Aurangabad,1,30-40,80-90
3038,M7RKR0801KCA00420,2023-01-14 12:56:00,Aurangabad,1,50-60,70-80
3039,M7RKR0801KCA00420,2023-01-14 15:05:00,Aurangabad,1,60-70,80-90
3040,M7RKR0801KCA00420,2023-01-16 05:44:00,Aurangabad,1,40-50,50-60
3041,M7RKR0801KCA00420,2023-01-16 13:01:00,Aurangabad,1,30-40,50-60
3042,M7RKR0801KCA00420,2023-01-17 07:13:00,Aurangabad,1,10-20,40-50
3043,M7RKR0801KCA00420,2023-01-17 10:11:00,Aurangabad,1,40-50,50-60
3044,M7RKR0801KCA00420,2023-01-17 13:07:00,Aurangabad,1,50-60,80-90
3045,M7RKR0801KCA00420,2023-01-18 18:24:00,Aurangabad,1,70-80,90-100
3046,M7RKR0801KCA00422,2023-01-14 14:57:00,Mumbai,1,20-30,40-50
3047,M7RKR0801KCA00422,2023-01-15 16:51:00,Mumbai,1,20-30,40-50
3048,M7RKR0801KCA00422,2023-01-19 14:41:00,Mumbai,1,30-40,80-90
3049,M7RKR0801KCA00425,2023-01-01 13:21:00,,1,50-60,90-100
3050,M7RKR0801KCA00425,2023-01-10 04:57:00,,1,20-30,40-50
3051,M7RKR0801KCA00425,2023-01-16 11:28:00,,1,80-90,90-100
3052,M7RKR0801KCA00425,2023-01-19 04:15:00,,1,60-70,70-80
3053,M7RKR0801KCA00427,2023-01-09 09:29:00,Hyderabad,1,10-20,30-40
3054,M7RKR0801KCA00430,2023-01-03 14:31:00,Pune,1,40-50,90-100
3055,M7RKR0801KCA00430,2023-01-04 14:04:00,Pune,1,40-50,90-100
3056,M7RKR0801KCA00430,2023-01-05 14:11:00,Pune,1,40-50,80-90
3057,M7RKR0801KCA00430,2023-01-07 13:52:00,Pune,1,0-10,50-60
3058,M7RKR0801KCA00430,2023-01-09 14:00:00,Pune,1,50-60,90-100
3059,M7RKR0801KCA00430,2023-01-10 13:57:00,Pune,1,50-60,90-100
3060,M7RKR0801KCA00430,2023-01-11 13:55:00,Pune,1,50-60,90-100
3061,M7RKR0801KCA00430,2023-01-12 14:22:00,Pune,1,30-40,70-80
3062,M7RKR0801KCA00430,2023-01-13 13:23:00,Pune,1,10-20,70-80
3063,M7RKR0801KCA00430,2023-01-14 09:57:00,Pune,1,10-20,90-100
3064,M7RKR0801KCA00430,2023-01-15 08:58:00,Pune,1,60-70,90-100
3065,M7RKR0801KCA00430,2023-01-16 09:24:00,Pune,1,80-90,90-100
3066,M7RKR0801KCA00430,2023-01-16 15:18:00,Pune,1,80-90,90-100
3067,M7RKR0801KCA00430,2023-01-17 13:50:00,Pune,1,50-60,90-100
3068,M7RKR0801KCA00430,2023-01-18 14:01:00,Pune,1,40-50,60-70
3069,M7RKR0801KCA00430,2023-01-18 15:34:00,Pune,1,60-70,90-100
3070,M7RKR0801KCA00430,2023-01-19 13:45:00,Pune,1,40-50,90-100
3071,M7RKR0801LCA00439,2023-01-02 08:22:00,,1,20-30,50-60
3072,M7RKR0801LCA00439,2023-01-05 12:12:00,,1,20-30,90-100
3073,M7RKR0801LCA00439,2023-01-11 04:52:00,,1,10-20,90-100
3074,M7RKR0801LCA00439,2023-01-14 14:55:00,,1,40-50,90-100
3075,M7RKR0801LCA00439,2023-01-15 13:58:00,,1,70-80,90-100
3076,M7RKR0801LCA00439,2023-01-17 04:57:00,,1,70-80,90-100
3077,M7RKR0801LCA00441,2023-01-02 14:02:00,Pune,1,10-20,60-70
3078,M7RKR0801LCA00441,2023-01-04 13:14:00,Pune,1,30-40,90-100
3079,M7RKR0801LCA00441,2023-01-08 08:41:00,Pune,1,10-20,50-60
3080,M7RKR0801LCA00441,2023-01-08 12:42:00,Pune,1,50-60,90-100
3081,M7RKR0801LCA00441,2023-01-11 13:17:00,Pune,1,10-20,70-80
3082,M7RKR0801LCA00441,2023-01-12 02:12:00,Pune,1,70-80,80-90
3083,M7RKR0801LCA00441,2023-01-13 14:19:00,Pune,1,30-40,60-70
3084,M7RKR0801LCA00441,2023-01-14 09:02:00,Pune,1,30-40,80-90
3085,M7RKR0801LCA00441,2023-01-18 13:28:00,Pune,1,0-10,40-50
3086,M7RKR0801LCA00441,2023-01-18 16:17:00,Pune,1,40-50,60-70
3087,M7RKR0801LCA00441,2023-01-19 10:32:00,Pune,1,40-50,90-100
3088,M7RKR0801LCA00443,2023-01-13 19:53:00,Pune,1,0-10,90-100
3089,M7RKR0801LCA00444,2023-01-13 09:36:00,Pune,1,30-40,90-100
3090,M7RKR0801LCA00444,2023-01-14 09:23:00,Pune,1,70-80,90-100
3091,M7RKR0801LCA00444,2023-01-17 07:59:00,Pune,1,10-20,90-100
3092,M7RKR0801LCA00445,2023-01-02 08:33:00,Pune,1,0-10,30-40
3093,M7RKR0801LCA00445,2023-01-02 12:06:00,Pune,1,0-10,30-40
3094,M7RKR0801LCA00445,2023-01-02 15:08:00,Pune,1,30-40,90-100
3095,M7RKR0801LCA00445,2023-01-03 07:01:00,Pune,1,90-100,90-100
3096,M7RKR0801LCA00445,2023-01-04 09:15:00,Pune,1,20-30,90-100
3097,M7RKR0801LCA00445,2023-01-05 23:10:00,Pune,1,20-30,80-90
3098,M7RKR0801LCA00445,2023-01-07 08:59:00,Pune,1,20-30,30-40
3099,M7RKR0801LCA00445,2023-01-07 12:09:00,Pune,1,20-30,30-40
3100,M7RKR0801LCA00445,2023-01-07 15:48:00,Pune,1,10-20,90-100
3101,M7RKR0801LCA00445,2023-01-10 01:07:00,Pune,1,70-80,90-100
3102,M7RKR0801LCA00445,2023-01-11 12:25:00,Pune,1,20-30,90-100
3103,M7RKR0801LCA00445,2023-01-14 10:18:00,Pune,1,20-30,90-100
3104,M7RKR0801LCA00445,2023-01-15 06:04:00,Pune,1,20-30,90-100
3105,M7RKR0801LCA00445,2023-01-15 18:42:00,Pune,1,20-30,90-100
3106,M7RKR0801LCA00445,2023-01-17 03:15:00,Pune,1,40-50,70-80
3107,M7RKR0801LCA00445,2023-01-18 20:50:00,Pune,1,70-80,90-100
3108,M7RKR0801LCA00447,2023-01-11 01:12:00,Pune,1,50-60,90-100
3109,M7RKR0801LCA00447,2023-01-13 00:26:00,Pune,1,50-60,90-100
3110,M7RKR0801LCA00447,2023-01-17 01:06:00,Pune,1,50-60,90-100
3111,M7RKR0801LCA00447,2023-01-19 09:42:00,Pune,1,40-50,50-60
3112,M7RKR0801LCA00448,2023-01-13 04:28:00,,1,50-60,70-80
3113,M7RKR0801LCA00449,2023-01-14 05:54:00,,1,20-30,90-100
3114,M7RKR0801LCA00452,2023-01-01 06:40:00,Aurangabad,1,40-50,90-100
3115,M7RKR0801LCA00452,2023-01-07 06:10:00,Aurangabad,1,50-60,80-90
3116,M7RKR0801LCA00452,2023-01-07 14:19:00,Aurangabad,1,40-50,70-80
3117,M7RKR0801LCA00452,2023-01-08 03:37:00,Aurangabad,1,70-80,90-100
3118,M7RKR0801LCA00452,2023-01-11 13:53:00,Aurangabad,1,50-60,70-80
3119,M7RKR0801LCA00452,2023-01-12 13:44:00,Aurangabad,1,30-40,50-60
3120,M7RKR0801LCA00452,2023-01-13 14:18:00,Aurangabad,1,0-10,20-30
3121,M7RKR0801LCA00452,2023-01-13 16:14:00,Aurangabad,1,20-30,90-100
3122,M7RKR0801LCA00452,2023-01-16 13:53:00,Aurangabad,1,60-70,90-100
3123,M7RKR0801LCA00452,2023-01-18 10:45:00,Aurangabad,1,50-60,90-100
3124,M7RKR0801LCA00453,2023-01-04 18:17:00,Mumbai,1,10-20,40-50
3125,M7RKR0801LCA00453,2023-01-05 04:52:00,Mumbai,1,40-50,50-60
3126,M7RKR0801LCA00453,2023-01-05 07:53:00,Mumbai,1,40-50,50-60
3127,M7RKR0801LCA00453,2023-01-05 18:56:00,Mumbai,1,20-30,40-50
3128,M7RKR0801LCA00453,2023-01-06 09:59:00,Mumbai,1,0-10,10-20
3129,M7RKR0801LCA00453,2023-01-06 12:00:00,Mumbai,1,0-10,10-20
3130,M7RKR0801LCA00453,2023-01-06 17:49:00,Mumbai,1,10-20,90-100
3131,M7RKR0801LCA00453,2023-01-07 17:48:00,Mumbai,1,70-80,90-100
3132,M7RKR0801LCA00453,2023-01-08 17:39:00,Mumbai,1,50-60,80-90
3133,M7RKR0801LCA00453,2023-01-09 18:07:00,Mumbai,1,70-80,90-100
3134,M7RKR0801LCA00453,2023-01-10 18:24:00,Mumbai,1,20-30,60-70
3135,M7RKR0801LCA00453,2023-01-12 17:49:00,Mumbai,1,40-50,90-100
3136,M7RKR0801LCA00453,2023-01-16 17:52:00,Mumbai,1,10-20,90-100
3137,M7RKR0801LCA00453,2023-01-19 03:24:00,Mumbai,1,70-80,80-90
3138,M7RKR0801LCA00454,2023-01-01 11:46:00,Mumbai,1,30-40,90-100
3139,M7RKR0801LCA00454,2023-01-12 14:37:00,Mumbai,1,30-40,90-100
3140,M7RKR0801LCA00454,2023-01-15 05:15:00,Mumbai,1,0-10,90-100
3141,M7RKR0801LCA00455,2023-01-07 16:01:00,Pune,1,20-30,90-100
3142,M7RKR0801LCA00455,2023-01-08 16:10:00,Pune,1,20-30,90-100
3143,M7RKR0801LCA00455,2023-01-09 16:09:00,Pune,1,10-20,90-100
3144,M7RKR0801LCA00455,2023-01-10 14:04:00,Pune,1,10-20,90-100
3145,M7RKR0801LCA00455,2023-01-13 13:16:00,Pune,1,0-10,60-70
3146,M7RKR0801LCA00455,2023-01-14 15:08:00,Pune,1,10-20,90-100
3147,M7RKR0801LCA00455,2023-01-15 17:48:00,Pune,1,10-20,90-100
3148,M7RKR0801LCA00455,2023-01-16 15:58:00,Pune,1,10-20,90-100
3149,M7RKR0801LCA00455,2023-01-17 17:17:00,Pune,1,10-20,90-100
3150,M7RKR0801LCA00456,2023-01-07 15:14:00,Pune,1,50-60,90-100
3151,M7RKR0801LCA00456,2023-01-10 03:00:00,Pune,1,50-60,80-90
3152,M7RKR0801LCA00456,2023-01-11 13:58:00,Pune,1,70-80,90-100
3153,M7RKR0801LCA00456,2023-01-16 13:28:00,Pune,1,40-50,90-100
3154,M7RKR0801LCA00457,2023-01-09 12:08:00,Pune,1,70-80,80-90
3155,M7RKR0801LCA00458,2023-01-11 16:34:00,Kolhapur,1,50-60,70-80
3156,M7RKR0801LCA00458,2023-01-11 23:48:00,Kolhapur,1,70-80,90-100
3157,M7RKR0801LCA00458,2023-01-12 12:38:00,Kolhapur,1,30-40,40-50
3158,M7RKR0801LCA00458,2023-01-12 15:13:00,Kolhapur,1,10-20,90-100
3159,M7RKR0801LCA00458,2023-01-13 04:43:00,Kolhapur,1,50-60,80-90
3160,M7RKR0801LCA00458,2023-01-14 00:41:00,Kolhapur,1,70-80,90-100
3161,M7RKR0801LCA00458,2023-01-14 06:26:00,Kolhapur,1,30-40,30-40
3162,M7RKR0801LCA00458,2023-01-14 07:53:00,Kolhapur,1,20-30,70-80
3163,M7RKR0801LCA00458,2023-01-15 06:38:00,Kolhapur,1,90-100,90-100
3164,M7RKR0801LCA00458,2023-01-15 16:47:00,Kolhapur,1,40-50,80-90
3165,M7RKR0801LCA00458,2023-01-16 04:24:00,Kolhapur,1,40-50,50-60
